Region,Category,Sub-Category,Year,Month,Sales
West,Technology,Phones,2015,March,935.9119999999999
West,Technology,Phones,2015,May,2932.08
West,Technology,Phones,2015,November,7314.6
West,Technology,Phones,2015,October,2203.776
West,Technology,Phones,2015,September,570.352
West,Technology,Phones,2016,April,2030.808
West,Technology,Phones,2016,August,3057.408
West,Technology,Phones,2016,December,3023.848
West,Technology,Phones,2016,July,623.96
West,Technology,Phones,2016,June,1181.0
West,Technology,Phones,2016,March,1990.296
West,Technology,Phones,2016,May,1066.0639999999999
West,Technology,Phones,2016,November,2346.296
West,Technology,Phones,2016,October,2884.448
West,Technology,Phones,2016,September,335.864
West,Technology,Phones,2017,April,39.96
West,Technology,Phones,2017,August,2696.9120000000003
West,Technology,Phones,2017,December,4468.272
West,Technology,Phones,2017,February,1229.888
West,Technology,Phones,2017,January,487.52
West,Technology,Phones,2017,July,1057.2
West,Technology,Phones,2017,June,4781.176
West,Technology,Phones,2017,March,5094.816
West,Technology,Phones,2017,May,734.896
West,Technology,Phones,2017,November,932.056
West,Technology,Phones,2017,October,318.368
West,Technology,Phones,2017,September,3518.056
West,Technology,Phones,2018,April,552.0
West,Technology,Phones,2018,August,2446.864
West,Technology,Phones,2018,December,2641.648
West,Technology,Phones,2018,February,2138.9919999999997
West,Technology,Phones,2018,January,1322.2240000000002
West,Technology,Phones,2018,July,3394.04
West,Technology,Phones,2018,June,626.168
West,Technology,Phones,2018,March,2237.3360000000002
West,Technology,Phones,2018,May,2756.456
West,Technology,Phones,2018,November,2562.384
West,Technology,Phones,2018,October,805.688
West,Technology,Phones,2018,September,2949.1440000000002
